year,iso3,country,who_region,latitude,longitude,syndrome,confirmed_cases,deaths,recovered,case_fatality_rate,hospitalized,icu_admissions,human_to_human_cases,mortality_rate_per_100k,total_casos,total_muertes,total_recuperados,promedio_letalidad,años_registrados,decada
2019,FIN,Finland,EURO,60.2,24.9,HFRS,1807,21,1786,0.0116,1605,608,0,1.16,81286,741,80545,0.00915,46,2010
2020,FIN,Finland,EURO,60.2,24.9,HFRS,1898,16,1882,0.0084,1539,749,0,0.84,81286,741,80545,0.00915,46,2020
2021,FIN,Finland,EURO,60.2,24.9,HFRS,1937,22,1915,0.0114,1771,898,0,1.14,81286,741,80545,0.00915,46,2020
2022,FIN,Finland,EURO,60.2,24.9,HFRS,2705,25,2680,0.0092,2201,934,0,0.92,81286,741,80545,0.00915,46,2020
2023,FIN,Finland,EURO,60.2,24.9,HFRS,2161,22,2139,0.0102,1925,878,0,1.02,81286,741,80545,0.00915,46,2020
2024,FIN,Finland,EURO,60.2,24.9,HFRS,2023,16,2007,0.0079,1691,495,0,0.79,81286,741,80545,0.00915,46,2020
2025,FIN,Finland,EURO,60.2,24.9,HFRS,2278,20,2258,0.0088,1778,458,0,0.88,81286,741,80545,0.00915,46,2020
1980,SWE,Sweden,EURO,59.3,18.1,HFRS,359,1,358,0.0028,293,79,0,0.28,16014,57,15957,0.0035043478260869568,46,1980
1981,SWE,Sweden,EURO,59.3,18.1,HFRS,330,1,329,0.003,292,126,0,0.3,16014,57,15957,0.0035043478260869568,46,1980
1982,SWE,Sweden,EURO,59.3,18.1,HFRS,302,1,301,0.0033,286,110,0,0.33,16014,57,15957,0.0035043478260869568,46,1980
1983,SWE,Sweden,EURO,59.3,18.1,HFRS,314,1,313,0.0032,265,68,0,0.32,16014,57,15957,0.0035043478260869568,46,1980
1984,SWE,Sweden,EURO,59.3,18.1,HFRS,264,1,263,0.0038,218,57,0,0.38,16014,57,15957,0.0035043478260869568,46,1980
1985,SWE,Sweden,EURO,59.3,18.1,HFRS,210,0,210,0.0,164,42,0,0.0,16014,57,15957,0.0035043478260869568,46,1980
1986,SWE,Sweden,EURO,59.3,18.1,HFRS,354,1,353,0.0028,285,148,0,0.28,16014,57,15957,0.0035043478260869568,46,1980
1987,SWE,Sweden,EURO,59.3,18.1,HFRS,285,1,284,0.0035,231,119,0,0.35,16014,57,15957,0.0035043478260869568,46,1980
1988,SWE,Sweden,EURO,59.3,18.1,HFRS,383,2,381,0.0052,362,121,0,0.52,16014,57,15957,0.0035043478260869568,46,1980
1989,SWE,Sweden,EURO,59.3,18.1,HFRS,420,1,419,0.0024,347,122,0,0.24,16014,57,15957,0.0035043478260869568,46,1980
1990,SWE,Sweden,EURO,59.3,18.1,HFRS,308,1,307,0.0032,265,109,0,0.32,16014,57,15957,0.0035043478260869568,46,1990
1991,SWE,Sweden,EURO,59.3,18.1,HFRS,314,1,313,0.0032,263,89,0,0.32,16014,57,15957,0.0035043478260869568,46,1990
1992,SWE,Sweden,EURO,59.3,18.1,HFRS,255,1,254,0.0039,194,68,0,0.39,16014,57,15957,0.0035043478260869568,46,1990
1993,SWE,Sweden,EURO,59.3,18.1,HFRS,292,1,291,0.0034,251,88,0,0.34,16014,57,15957,0.0035043478260869568,46,1990
1994,SWE,Sweden,EURO,59.3,18.1,HFRS,386,1,385,0.0026,323,141,0,0.26,16014,57,15957,0.0035043478260869568,46,1990
1995,SWE,Sweden,EURO,59.3,18.1,HFRS,382,1,381,0.0026,362,186,0,0.26,16014,57,15957,0.0035043478260869568,46,1990
1996,SWE,Sweden,EURO,59.3,18.1,HFRS,382,1,381,0.0026,333,103,0,0.26,16014,57,15957,0.0035043478260869568,46,1990
1997,SWE,Sweden,EURO,59.3,18.1,HFRS,301,1,300,0.0033,254,104,0,0.33,16014,57,15957,0.0035043478260869568,46,1990
1998,SWE,Sweden,EURO,59.3,18.1,HFRS,253,1,252,0.004,235,109,0,0.39,16014,57,15957,0.0035043478260869568,46,1990
1999,SWE,Sweden,EURO,59.3,18.1,HFRS,310,1,309,0.0032,240,116,0,0.32,16014,57,15957,0.0035043478260869568,46,1990
2000,SWE,Sweden,EURO,59.3,18.1,HFRS,282,1,281,0.0035,227,116,0,0.35,16014,57,15957,0.0035043478260869568,46,2000
2001,SWE,Sweden,EURO,59.3,18.1,HFRS,477,1,476,0.0021,401,218,0,0.21,16014,57,15957,0.0035043478260869568,46,2000
2002,SWE,Sweden,EURO,59.3,18.1,HFRS,400,2,398,0.005,347,125,0,0.5,16014,57,15957,0.0035043478260869568,46,2000
2003,SWE,Sweden,EURO,59.3,18.1,HFRS,337,1,336,0.003,304,111,0,0.3,16014,57,15957,0.0035043478260869568,46,2000
2004,SWE,Sweden,EURO,59.3,18.1,HFRS,335,1,334,0.003,289,147,0,0.3,16014,57,15957,0.0035043478260869568,46,2000
2005,SWE,Sweden,EURO,59.3,18.1,HFRS,380,1,379,0.0026,347,166,0,0.26,16014,57,15957,0.0035043478260869568,46,2000
2006,SWE,Sweden,EURO,59.3,18.1,HFRS,330,2,328,0.0061,260,73,0,0.6,16014,57,15957,0.0035043478260869568,46,2000
2007,SWE,Sweden,EURO,59.3,18.1,HFRS,428,2,426,0.0047,393,203,0,0.47,16014,57,15957,0.0035043478260869568,46,2000
2008,SWE,Sweden,EURO,59.3,18.1,HFRS,320,1,319,0.0031,268,108,0,0.31,16014,57,15957,0.0035043478260869568,46,2000
2009,SWE,Sweden,EURO,59.3,18.1,HFRS,449,2,447,0.0045,338,132,0,0.44,16014,57,15957,0.0035043478260869568,46,2000
2010,SWE,Sweden,EURO,59.3,18.1,HFRS,433,2,431,0.0046,384,111,0,0.46,16014,57,15957,0.0035043478260869568,46,2010
2011,SWE,Sweden,EURO,59.3,18.1,HFRS,314,1,313,0.0032,286,95,0,0.32,16014,57,15957,0.0035043478260869568,46,2010
2012,SWE,Sweden,EURO,59.3,18.1,HFRS,274,1,273,0.0036,205,112,0,0.36,16014,57,15957,0.0035043478260869568,46,2010
2013,SWE,Sweden,EURO,59.3,18.1,HFRS,363,2,361,0.0055,293,74,0,0.55,16014,57,15957,0.0035043478260869568,46,2010
2014,SWE,Sweden,EURO,59.3,18.1,HFRS,426,2,424,0.0047,382,111,0,0.47,16014,57,15957,0.0035043478260869568,46,2010
2015,SWE,Sweden,EURO,59.3,18.1,HFRS,483,2,481,0.0041,425,203,0,0.41,16014,57,15957,0.0035043478260869568,46,2010
2016,SWE,Sweden,EURO,59.3,18.1,HFRS,518,2,516,0.0039,397,157,0,0.39,16014,57,15957,0.0035043478260869568,46,2010
2017,SWE,Sweden,EURO,59.3,18.1,HFRS,326,1,325,0.0031,271,73,0,0.31,16014,57,15957,0.0035043478260869568,46,2010
2018,SWE,Sweden,EURO,59.3,18.1,HFRS,337,1,336,0.003,307,164,0,0.3,16014,57,15957,0.0035043478260869568,46,2010
2019,SWE,Sweden,EURO,59.3,18.1,HFRS,264,1,263,0.0038,225,76,0,0.38,16014,57,15957,0.0035043478260869568,46,2010
2020,SWE,Sweden,EURO,59.3,18.1,HFRS,275,1,274,0.0036,249,115,0,0.36,16014,57,15957,0.0035043478260869568,46,2020
2021,SWE,Sweden,EURO,59.3,18.1,HFRS,308,1,307,0.0032,255,86,0,0.32,16014,57,15957,0.0035043478260869568,46,2020
2022,SWE,Sweden,EURO,59.3,18.1,HFRS,387,1,386,0.0026,352,186,0,0.26,16014,57,15957,0.0035043478260869568,46,2020
2023,SWE,Sweden,EURO,59.3,18.1,HFRS,440,2,438,0.0045,358,140,0,0.45,16014,57,15957,0.0035043478260869568,46,2020
2024,SWE,Sweden,EURO,59.3,18.1,HFRS,371,2,369,0.0054,350,150,0,0.54,16014,57,15957,0.0035043478260869568,46,2020
2025,SWE,Sweden,EURO,59.3,18.1,HFRS,353,1,352,0.0028,273,141,0,0.28,16014,57,15957,0.0035043478260869568,46,2020
2001,DEU,Germany,EURO,52.5,13.4,HFRS,223,2,221,0.009,193,84,0,0.89,5524,42,5482,0.00754,25,2000
2002,DEU,Germany,EURO,52.5,13.4,HFRS,181,2,179,0.011,144,66,0,1.1,5524,42,5482,0.00754,25,2000
2003,DEU,Germany,EURO,52.5,13.4,HFRS,250,2,248,0.008,215,87,0,0.8,5524,42,5482,0.00754,25,2000
2004,DEU,Germany,EURO,52.5,13.4,HFRS,156,1,155,0.0064,125,49,0,0.64,5524,42,5482,0.00754,25,2000
2005,DEU,Germany,EURO,52.5,13.4,HFRS,157,1,156,0.0064,137,36,0,0.63,5524,42,5482,0.00754,25,2000
2006,DEU,Germany,EURO,52.5,13.4,HFRS,205,1,204,0.0049,153,61,0,0.49,5524,42,5482,0.00754,25,2000
2007,DEU,Germany,EURO,52.5,13.4,HFRS,161,1,160,0.0062,143,38,0,0.62,5524,42,5482,0.00754,25,2000
2008,DEU,Germany,EURO,52.5,13.4,HFRS,274,1,273,0.0036,219,103,0,0.36,5524,42,5482,0.00754,25,2000
2009,DEU,Germany,EURO,52.5,13.4,HFRS,220,1,219,0.0045,180,59,0,0.45,5524,42,5482,0.00754,25,2000
2010,DEU,Germany,EURO,52.5,13.4,HFRS,267,2,265,0.0075,242,125,0,0.75,5524,42,5482,0.00754,25,2010
2011,DEU,Germany,EURO,52.5,13.4,HFRS,194,2,192,0.0103,160,86,0,1.03,5524,42,5482,0.00754,25,2010
2012,DEU,Germany,EURO,52.5,13.4,HFRS,147,1,146,0.0068,124,45,0,0.68,5524,42,5482,0.00754,25,2010
2013,DEU,Germany,EURO,52.5,13.4,HFRS,205,2,203,0.0098,153,45,0,0.97,5524,42,5482,0.00754,25,2010
2014,DEU,Germany,EURO,52.5,13.4,HFRS,243,2,241,0.0082,229,109,0,0.82,5524,42,5482,0.00754,25,2010
2015,DEU,Germany,EURO,52.5,13.4,HFRS,303,3,300,0.0099,245,68,0,0.99,5524,42,5482,0.00754,25,2010
2016,DEU,Germany,EURO,52.5,13.4,HFRS,292,3,289,0.0103,221,79,0,1.02,5524,42,5482,0.00754,25,2010
2017,DEU,Germany,EURO,52.5,13.4,HFRS,294,2,292,0.0068,245,94,0,0.68,5524,42,5482,0.00754,25,2010
2018,DEU,Germany,EURO,52.5,13.4,HFRS,181,1,180,0.0055,149,39,0,0.55,5524,42,5482,0.00754,25,2010
2019,DEU,Germany,EURO,52.5,13.4,HFRS,221,2,219,0.009,202,102,0,0.9,5524,42,5482,0.00754,25,2010
2020,DEU,Germany,EURO,52.5,13.4,HFRS,173,1,172,0.0058,146,75,0,0.57,5524,42,5482,0.00754,25,2020
2021,DEU,Germany,EURO,52.5,13.4,HFRS,198,2,196,0.0101,172,58,0,1.01,5524,42,5482,0.00754,25,2020
2022,DEU,Germany,EURO,52.5,13.4,HFRS,212,2,210,0.0094,190,65,0,0.94,5524,42,5482,0.00754,25,2020
2023,DEU,Germany,EURO,52.5,13.4,HFRS,288,2,286,0.0069,257,79,0,0.69,5524,42,5482,0.00754,25,2020
2024,DEU,Germany,EURO,52.5,13.4,HFRS,301,2,299,0.0066,247,66,0,0.66,5524,42,5482,0.00754,25,2020
2025,DEU,Germany,EURO,52.5,13.4,HFRS,178,1,177,0.0056,143,71,0,0.56,5524,42,5482,0.00754,25,2020
1982,FRA,France,EURO,48.9,2.3,HFRS,64,0,64,0.0,52,13,0,0.0,4229,16,4213,0.0032318181818181816,44,1980
1983,FRA,France,EURO,48.9,2.3,HFRS,60,0,60,0.0,50,18,0,0.0,4229,16,4213,0.0032318181818181816,44,1980
1984,FRA,France,EURO,48.9,2.3,HFRS,70,0,70,0.0,52,20,0,0.0,4229,16,4213,0.0032318181818181816,44,1980
1985,FRA,France,EURO,48.9,2.3,HFRS,88,0,88,0.0,77,26,0,0.0,4229,16,4213,0.0032318181818181816,44,1980
1986,FRA,France,EURO,48.9,2.3,HFRS,93,1,92,0.0108,79,42,0,1.06,4229,16,4213,0.0032318181818181816,44,1980
1987,FRA,France,EURO,48.9,2.3,HFRS,74,0,74,0.0,66,32,0,0.0,4229,16,4213,0.0032318181818181816,44,1980
1988,FRA,France,EURO,48.9,2.3,HFRS,77,0,77,0.0,58,19,0,0.0,4229,16,4213,0.0032318181818181816,44,1980
1989,FRA,France,EURO,48.9,2.3,HFRS,101,1,100,0.0099,82,29,0,0.98,4229,16,4213,0.0032318181818181816,44,1980
1990,FRA,France,EURO,48.9,2.3,HFRS,59,0,59,0.0,51,27,0,0.0,4229,16,4213,0.0032318181818181816,44,1990
1991,FRA,France,EURO,48.9,2.3,HFRS,85,0,85,0.0,79,38,0,0.0,4229,16,4213,0.0032318181818181816,44,1990
1992,FRA,France,EURO,48.9,2.3,HFRS,86,0,86,0.0,71,24,0,0.0,4229,16,4213,0.0032318181818181816,44,1990
1993,FRA,France,EURO,48.9,2.3,HFRS,68,0,68,0.0,54,21,0,0.0,4229,16,4213,0.0032318181818181816,44,1990
1994,FRA,France,EURO,48.9,2.3,HFRS,109,1,108,0.0092,83,44,0,0.91,4229,16,4213,0.0032318181818181816,44,1990
1995,FRA,France,EURO,48.9,2.3,HFRS,123,1,122,0.0081,116,47,0,0.81,4229,16,4213,0.0032318181818181816,44,1990
1996,FRA,France,EURO,48.9,2.3,HFRS,115,0,115,0.0,94,29,0,0.0,4229,16,4213,0.0032318181818181816,44,1990
1997,FRA,France,EURO,48.9,2.3,HFRS,70,0,70,0.0,61,29,0,0.0,4229,16,4213,0.0032318181818181816,44,1990
1998,FRA,France,EURO,48.9,2.3,HFRS,80,0,80,0.0,72,31,0,0.0,4229,16,4213,0.0032318181818181816,44,1990
1999,FRA,France,EURO,48.9,2.3,HFRS,75,0,75,0.0,60,21,0,0.0,4229,16,4213,0.0032318181818181816,44,1990
2000,FRA,France,EURO,48.9,2.3,HFRS,109,0,109,0.0,91,47,0,0.0,4229,16,4213,0.0032318181818181816,44,2000
2001,FRA,France,EURO,48.9,2.3,HFRS,112,0,112,0.0,87,21,0,0.0,4229,16,4213,0.0032318181818181816,44,2000
2002,FRA,France,EURO,48.9,2.3,HFRS,112,1,111,0.0089,87,46,0,0.88,4229,16,4213,0.0032318181818181816,44,2000
2003,FRA,France,EURO,48.9,2.3,HFRS,100,0,100,0.0,85,38,0,0.0,4229,16,4213,0.0032318181818181816,44,2000
2004,FRA,France,EURO,48.9,2.3,HFRS,68,0,68,0.0,61,23,0,0.0,4229,16,4213,0.0032318181818181816,44,2000
2005,FRA,France,EURO,48.9,2.3,HFRS,81,0,81,0.0,61,18,0,0.0,4229,16,4213,0.0032318181818181816,44,2000
2006,FRA,France,EURO,48.9,2.3,HFRS,81,0,81,0.0,61,30,0,0.0,4229,16,4213,0.0032318181818181816,44,2000
2007,FRA,France,EURO,48.9,2.3,HFRS,119,1,118,0.0084,109,35,0,0.83,4229,16,4213,0.0032318181818181816,44,2000
2008,FRA,France,EURO,48.9,2.3,HFRS,131,1,130,0.0076,123,67,0,0.76,4229,16,4213,0.0032318181818181816,44,2000
2009,FRA,France,EURO,48.9,2.3,HFRS,122,1,121,0.0082,105,34,0,0.81,4229,16,4213,0.0032318181818181816,44,2000
2010,FRA,France,EURO,48.9,2.3,HFRS,100,1,99,0.01,76,33,0,0.99,4229,16,4213,0.0032318181818181816,44,2010
2011,FRA,France,EURO,48.9,2.3,HFRS,114,0,114,0.0,103,53,0,0.0,4229,16,4213,0.0032318181818181816,44,2010
2012,FRA,France,EURO,48.9,2.3,HFRS,102,1,101,0.0098,87,47,0,0.97,4229,16,4213,0.0032318181818181816,44,2010
2013,FRA,France,EURO,48.9,2.3,HFRS,99,0,99,0.0,83,38,0,0.0,4229,16,4213,0.0032318181818181816,44,2010
2014,FRA,France,EURO,48.9,2.3,HFRS,87,0,87,0.0,76,22,0,0.0,4229,16,4213,0.0032318181818181816,44,2010
2015,FRA,France,EURO,48.9,2.3,HFRS,115,1,114,0.0087,97,24,0,0.86,4229,16,4213,0.0032318181818181816,44,2010
2016,FRA,France,EURO,48.9,2.3,HFRS,87,0,87,0.0,81,25,0,0.0,4229,16,4213,0.0032318181818181816,44,2010
2017,FRA,France,EURO,48.9,2.3,HFRS,116,0,116,0.0,94,47,0,0.0,4229,16,4213,0.0032318181818181816,44,2010
2018,FRA,France,EURO,48.9,2.3,HFRS,106,0,106,0.0,88,22,0,0.0,4229,16,4213,0.0032318181818181816,44,2010
2019,FRA,France,EURO,48.9,2.3,HFRS,87,0,87,0.0,67,22,0,0.0,4229,16,4213,0.0032318181818181816,44,2010
2020,FRA,France,EURO,48.9,2.3,HFRS,87,1,86,0.0115,82,21,0,1.14,4229,16,4213,0.0032318181818181816,44,2020
2021,FRA,France,EURO,48.9,2.3,HFRS,117,1,116,0.0085,96,45,0,0.85,4229,16,4213,0.0032318181818181816,44,2020
2022,FRA,France,EURO,48.9,2.3,HFRS,141,1,140,0.0071,122,43,0,0.7,4229,16,4213,0.0032318181818181816,44,2020
2023,FRA,France,EURO,48.9,2.3,HFRS,138,1,137,0.0072,119,42,0,0.72,4229,16,4213,0.0032318181818181816,44,2020
2024,FRA,France,EURO,48.9,2.3,HFRS,121,1,120,0.0083,95,49,0,0.82,4229,16,4213,0.0032318181818181816,44,2020
2025,FRA,France,EURO,48.9,2.3,HFRS,80,0,80,0.0,63,16,0,0.0,4229,16,4213,0.0032318181818181816,44,2020
1990,BEL,Belgium,EURO,50.8,4.4,HFRS,71,0,71,0.0,65,21,0,0.0,4045,23,4022,0.005297222222222222,36,1990
1991,BEL,Belgium,EURO,50.8,4.4,HFRS,105,1,104,0.0095,87,36,0,0.94,4045,23,4022,0.005297222222222222,36,1990
1992,BEL,Belgium,EURO,50.8,4.4,HFRS,89,1,88,0.0112,71,25,0,1.11,4045,23,4022,0.005297222222222222,36,1990
1993,BEL,Belgium,EURO,50.8,4.4,HFRS,122,1,121,0.0082,113,42,0,0.81,4045,23,4022,0.005297222222222222,36,1990
1994,BEL,Belgium,EURO,50.8,4.4,HFRS,131,1,130,0.0076,111,34,0,0.76,4045,23,4022,0.005297222222222222,36,1990
1995,BEL,Belgium,EURO,50.8,4.4,HFRS,124,1,123,0.0081,101,51,0,0.8,4045,23,4022,0.005297222222222222,36,1990
1996,BEL,Belgium,EURO,50.8,4.4,HFRS,94,0,94,0.0,71,37,0,0.0,4045,23,4022,0.005297222222222222,36,1990
1997,BEL,Belgium,EURO,50.8,4.4,HFRS,98,0,98,0.0,89,44,0,0.0,4045,23,4022,0.005297222222222222,36,1990
1998,BEL,Belgium,EURO,50.8,4.4,HFRS,82,0,82,0.0,74,33,0,0.0,4045,23,4022,0.005297222222222222,36,1990
1999,BEL,Belgium,EURO,50.8,4.4,HFRS,77,0,77,0.0,66,22,0,0.0,4045,23,4022,0.005297222222222222,36,1990
2000,BEL,Belgium,EURO,50.8,4.4,HFRS,103,0,103,0.0,79,37,0,0.0,4045,23,4022,0.005297222222222222,36,2000
2001,BEL,Belgium,EURO,50.8,4.4,HFRS,90,0,90,0.0,76,20,0,0.0,4045,23,4022,0.005297222222222222,36,2000
2002,BEL,Belgium,EURO,50.8,4.4,HFRS,154,1,153,0.0065,124,42,0,0.65,4045,23,4022,0.005297222222222222,36,2000
2003,BEL,Belgium,EURO,50.8,4.4,HFRS,101,0,101,0.0,90,48,0,0.0,4045,23,4022,0.005297222222222222,36,2000
2004,BEL,Belgium,EURO,50.8,4.4,HFRS,88,0,88,0.0,79,39,0,0.0,4045,23,4022,0.005297222222222222,36,2000
2005,BEL,Belgium,EURO,50.8,4.4,HFRS,91,0,91,0.0,74,34,0,0.0,4045,23,4022,0.005297222222222222,36,2000
2006,BEL,Belgium,EURO,50.8,4.4,HFRS,114,0,114,0.0,93,48,0,0.0,4045,23,4022,0.005297222222222222,36,2000
2007,BEL,Belgium,EURO,50.8,4.4,HFRS,130,1,129,0.0077,117,43,0,0.76,4045,23,4022,0.005297222222222222,36,2000
2008,BEL,Belgium,EURO,50.8,4.4,HFRS,132,1,131,0.0076,101,41,0,0.75,4045,23,4022,0.005297222222222222,36,2000
2009,BEL,Belgium,EURO,50.8,4.4,HFRS,145,1,144,0.0069,131,55,0,0.68,4045,23,4022,0.005297222222222222,36,2000
2010,BEL,Belgium,EURO,50.8,4.4,HFRS,150,1,149,0.0067,120,51,0,0.66,4045,23,4022,0.005297222222222222,36,2010
2011,BEL,Belgium,EURO,50.8,4.4,HFRS,97,1,96,0.0103,87,24,0,1.02,4045,23,4022,0.005297222222222222,36,2010
2012,BEL,Belgium,EURO,50.8,4.4,HFRS,100,1,99,0.01,82,43,0,0.99,4045,23,4022,0.005297222222222222,36,2010
2013,BEL,Belgium,EURO,50.8,4.4,HFRS,121,1,120,0.0083,108,41,0,0.82,4045,23,4022,0.005297222222222222,36,2010
2014,BEL,Belgium,EURO,50.8,4.4,HFRS,144,1,143,0.0069,128,65,0,0.69,4045,23,4022,0.005297222222222222,36,2010
2015,BEL,Belgium,EURO,50.8,4.4,HFRS,118,1,117,0.0085,93,32,0,0.84,4045,23,4022,0.005297222222222222,36,2010
2016,BEL,Belgium,EURO,50.8,4.4,HFRS,126,1,125,0.0079,116,53,0,0.79,4045,23,4022,0.005297222222222222,36,2010
2017,BEL,Belgium,EURO,50.8,4.4,HFRS,143,1,142,0.007,134,53,0,0.69,4045,23,4022,0.005297222222222222,36,2010
2018,BEL,Belgium,EURO,50.8,4.4,HFRS,107,0,107,0.0,97,45,0,0.0,4045,23,4022,0.005297222222222222,36,2010
2019,BEL,Belgium,EURO,50.8,4.4,HFRS,98,0,98,0.0,89,22,0,0.0,4045,23,4022,0.005297222222222222,36,2010
2020,BEL,Belgium,EURO,50.8,4.4,HFRS,120,1,119,0.0083,100,32,0,0.83,4045,23,4022,0.005297222222222222,36,2020
2021,BEL,Belgium,EURO,50.8,4.4,HFRS,136,1,135,0.0074,116,62,0,0.73,4045,23,4022,0.005297222222222222,36,2020
2022,BEL,Belgium,EURO,50.8,4.4,HFRS,108,1,107,0.0093,96,48,0,0.92,4045,23,4022,0.005297222222222222,36,2020
2023,BEL,Belgium,EURO,50.8,4.4,HFRS,120,1,119,0.0083,103,38,0,0.83,4045,23,4022,0.005297222222222222,36,2020
2024,BEL,Belgium,EURO,50.8,4.4,HFRS,110,1,109,0.0091,85,29,0,0.9,4045,23,4022,0.005297222222222222,36,2020
2025,BEL,Belgium,EURO,50.8,4.4,HFRS,106,1,105,0.0094,93,45,0,0.93,4045,23,4022,0.005297222222222222,36,2020
2012,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,1,0,1,0.0,0,0,0,0.0,29,0,29,0.0,14,2010
2013,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,2,0,2,0.0,1,0,0,0.0,29,0,29,0.0,14,2010
2014,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,3,0,3,0.0,2,0,0,0.0,29,0,29,0.0,14,2010
2015,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,3,0,3,0.0,2,0,0,0.0,29,0,29,0.0,14,2010
2016,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,2,0,2,0.0,1,0,0,0.0,29,0,29,0.0,14,2010
2017,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,3,0,3,0.0,2,0,0,0.0,29,0,29,0.0,14,2010
2018,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,2,0,2,0.0,1,0,0,0.0,29,0,29,0.0,14,2010
2019,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,1,0,1,0.0,0,0,0,0.0,29,0,29,0.0,14,2010
2020,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,1,0,1,0.0,0,0,0,0.0,29,0,29,0.0,14,2020
2021,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,2,0,2,0.0,1,0,0,0.0,29,0,29,0.0,14,2020
2022,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,2,0,2,0.0,1,0,0,0.0,29,0,29,0.0,14,2020
2023,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,2,0,2,0.0,1,0,0,0.0,29,0,29,0.0,14,2020
2024,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,2,0,2,0.0,1,0,0,0.0,29,0,29,0.0,14,2020
2025,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,3,0,3,0.0,2,0,0,0.0,29,0,29,0.0,14,2020
1985,HRV,Croatia,EURO,45.8,16.0,HFRS,34,0,34,0.0,27,7,0,0.0,2280,25,2255,0.010404878048780488,41,1980
1986,HRV,Croatia,EURO,45.8,16.0,HFRS,52,1,51,0.0192,45,14,0,1.89,2280,25,2255,0.010404878048780488,41,1980
1987,HRV,Croatia,EURO,45.8,16.0,HFRS,42,1,41,0.0238,33,14,0,2.33,2280,25,2255,0.010404878048780488,41,1980
1988,HRV,Croatia,EURO,45.8,16.0,HFRS,63,1,62,0.0159,51,16,0,1.56,2280,25,2255,0.010404878048780488,41,1980
1989,HRV,Croatia,EURO,45.8,16.0,HFRS,56,1,55,0.0179,52,14,0,1.75,2280,25,2255,0.010404878048780488,41,1980
1990,HRV,Croatia,EURO,45.8,16.0,HFRS,39,0,39,0.0,34,17,0,0.0,2280,25,2255,0.010404878048780488,41,1990
1991,HRV,Croatia,EURO,45.8,16.0,HFRS,37,0,37,0.0,32,14,0,0.0,2280,25,2255,0.010404878048780488,41,1990
1992,HRV,Croatia,EURO,45.8,16.0,HFRS,43,0,43,0.0,37,12,0,0.0,2280,25,2255,0.010404878048780488,41,1990
1993,HRV,Croatia,EURO,45.8,16.0,HFRS,51,1,50,0.0196,42,21,0,1.92,2280,25,2255,0.010404878048780488,41,1990
1994,HRV,Croatia,EURO,45.8,16.0,HFRS,49,1,48,0.0204,46,12,0,2.0,2280,25,2255,0.010404878048780488,41,1990
1995,HRV,Croatia,EURO,45.8,16.0,HFRS,46,0,46,0.0,35,16,0,0.0,2280,25,2255,0.010404878048780488,41,1990
1996,HRV,Croatia,EURO,45.8,16.0,HFRS,68,1,67,0.0147,54,20,0,1.45,2280,25,2255,0.010404878048780488,41,1990
1997,HRV,Croatia,EURO,45.8,16.0,HFRS,56,0,56,0.0,48,20,0,0.0,2280,25,2255,0.010404878048780488,41,1990
1998,HRV,Croatia,EURO,45.8,16.0,HFRS,50,0,50,0.0,44,12,0,0.0,2280,25,2255,0.010404878048780488,41,1990
1999,HRV,Croatia,EURO,45.8,16.0,HFRS,41,1,40,0.0244,36,9,0,2.38,2280,25,2255,0.010404878048780488,41,1990
2000,HRV,Croatia,EURO,45.8,16.0,HFRS,48,0,48,0.0,38,12,0,0.0,2280,25,2255,0.010404878048780488,41,2000
2001,HRV,Croatia,EURO,45.8,16.0,HFRS,49,0,49,0.0,43,18,0,0.0,2280,25,2255,0.010404878048780488,41,2000
2002,HRV,Croatia,EURO,45.8,16.0,HFRS,70,1,69,0.0143,65,32,0,1.41,2280,25,2255,0.010404878048780488,41,2000
2003,HRV,Croatia,EURO,45.8,16.0,HFRS,69,1,68,0.0145,64,26,0,1.43,2280,25,2255,0.010404878048780488,41,2000
2004,HRV,Croatia,EURO,45.8,16.0,HFRS,45,0,45,0.0,40,18,0,0.0,2280,25,2255,0.010404878048780488,41,2000
2005,HRV,Croatia,EURO,45.8,16.0,HFRS,49,0,49,0.0,40,21,0,0.0,2280,25,2255,0.010404878048780488,41,2000
2006,HRV,Croatia,EURO,45.8,16.0,HFRS,53,1,52,0.0189,42,15,0,1.85,2280,25,2255,0.010404878048780488,41,2000
2007,HRV,Croatia,EURO,45.8,16.0,HFRS,69,1,68,0.0145,62,23,0,1.43,2280,25,2255,0.010404878048780488,41,2000
2008,HRV,Croatia,EURO,45.8,16.0,HFRS,70,1,69,0.0143,62,23,0,1.41,2280,25,2255,0.010404878048780488,41,2000
2009,HRV,Croatia,EURO,45.8,16.0,HFRS,66,1,65,0.0152,61,16,0,1.49,2280,25,2255,0.010404878048780488,41,2000
